2,1,345,672,406,91,1,1,1,1
2,2,1353,660,129,34,1,1,1,1
3,1,359,672,403,91,1,1,1,1
3,2,1353,660,126,33,1,1,1,1
4,1,367,671,410,93,1,1,1,1
4,2,1351,660,126,33,1,1,1,1
5,1,378,672,407,91,1,1,1,1
5,2,1350,661,123,32,1,1,1,1
6,1,393,673,400,90,1,1,1,1
6,2,1347,661,125,33,1,1,1,1
7,1,403,671,412,92,1,1,1,1
7,2,1345,661,126,33,1,1,1,1
8,1,426,672,404,91,1,1,1,1
8,2,1345,661,124,33,1,1,1,1
9,1,437,672,401,91,1,1,1,1
9,2,1342,661,127,33,1,1,1,1
10,1,461,674,386,87,1,1,1,1
10,2,1341,661,125,33,1,1,1,1
11,1,476,674,380,85,1,1,1,1
11,2,1340,662,125,32,1,1,1,1
12,1,489,673,379,85,1,1,1,1
12,2,1339,662,125,32,1,1,1,1
13,1,505,673,380,85,1,1,1,1
13,2,1337,662,126,31,1,1,1,1
14,1,515,673,379,85,1,1,1,1
14,2,1334,662,127,31,1,1,1,1
15,1,535,674,368,82,1,1,1,1
15,2,1332,662,127,31,1,1,1,1
16,1,548,676,363,80,1,1,1,1
16,2,1330,661,131,33,1,1,1,1
17,1,556,676,366,81,1,1,1,1
17,2,1329,661,128,33,1,1,1,1
18,1,567,674,371,82,1,1,1,1
18,2,1327,661,130,33,1,1,1,1
19,1,576,673,377,84,1,1,1,1
19,2,1326,661,130,33,1,1,1,1
20,1,594,675,367,82,1,1,1,1
20,2,1322,660,135,34,1,1,1,1
21,1,609,675,362,80,1,1,1,1
21,2,1322,660,133,34,1,1,1,1
22,1,618,674,364,81,1,1,1,1
22,2,1320,660,133,34,1,1,1,1
23,1,630,673,364,80,1,1,1,1
23,2,1318,659,135,35,1,1,1,1
24,1,645,673,358,79,1,1,1,1
24,2,1320,661,128,33,1,1,1,1
25,1,658,674,354,78,1,1,1,1
25,2,1319,661,126,33,1,1,1,1
26,1,672,674,351,77,1,1,1,1
26,2,1318,662,125,32,1,1,1,1
27,1,683,676,343,75,1,1,1,1
27,2,1316,662,126,32,1,1,1,1
28,1,695,675,346,75,1,1,1,1
28,2,1313,662,128,32,1,1,1,1
29,1,703,673,350,76,1,1,1,1
29,2,1311,661,129,33,1,1,1,1
30,1,710,671,366,80,1,1,1,1
30,2,1309,661,131,33,1,1,1,1
31,1,724,670,362,79,1,1,1,1
31,2,1307,661,131,33,1,1,1,1
32,1,738,670,355,78,1,1,1,1
32,2,1305,661,131,33,1,1,1,1
33,1,744,670,360,79,1,1,1,1
33,2,1303,661,133,33,1,1,1,1
34,1,755,670,357,79,1,1,1,1
34,2,1301,661,134,33,1,1,1,1
35,1,768,669,356,78,1,1,1,1
35,2,1300,660,137,34,1,1,1,1
36,1,781,669,354,78,1,1,1,1
36,2,1298,660,132,34,1,1,1,1
37,1,797,669,349,77,1,1,1,1
37,2,1299,662,129,32,1,1,1,1
38,1,812,669,347,77,1,1,1,1
38,2,1301,662,127,32,1,1,1,1
39,1,826,670,343,76,1,1,1,1
39,2,1299,661,132,33,1,1,1,1
40,1,830,669,346,77,1,1,1,1
40,2,1297,661,131,33,1,1,1,1
41,1,842,668,344,77,1,1,1,1
41,2,1295,662,129,32,1,1,1,1
42,1,855,667,342,77,1,1,1,1
42,2,1293,661,131,33,1,1,1,1
43,1,870,669,333,75,1,1,1,1
43,2,1292,662,129,32,1,1,1,1
44,1,882,668,334,76,1,1,1,1
44,2,1288,662,133,33,1,1,1,1
45,1,889,667,333,76,1,1,1,1
45,2,1286,661,135,34,1,1,1,1
46,1,901,668,325,74,1,1,1,1
46,2,1285,660,136,34,1,1,1,1
47,1,913,669,315,71,1,1,1,1
47,2,1283,659,138,35,1,1,1,1
48,1,923,669,316,72,1,1,1,1
48,2,1281,659,140,36,1,1,1,1
49,1,935,669,312,71,1,1,1,1
49,2,1281,660,138,35,1,1,1,1
50,1,948,671,306,69,1,1,1,1
50,2,1280,660,135,35,1,1,1,1
51,1,960,671,302,68,1,1,1,1
51,2,1279,660,136,35,1,1,1,1
52,1,968,669,308,69,1,1,1,1
52,2,1278,660,135,35,1,1,1,1
53,1,981,670,298,67,1,1,1,1
53,2,1277,660,133,35,1,1,1,1
54,1,989,670,298,67,1,1,1,1
54,2,1275,660,133,35,1,1,1,1
55,1,996,669,298,67,1,1,1,1
55,2,1274,660,133,35,1,1,1,1
56,1,1005,669,298,67,1,1,1,1
56,2,1273,660,133,35,1,1,1,1
57,1,1013,669,298,67,1,1,1,1
57,2,1272,660,133,35,1,1,1,1
58,1,1021,669,298,67,1,1,1,1
58,2,1270,660,133,35,1,1,1,1
59,1,1028,669,298,67,1,1,1,1
59,2,1270,660,133,35,1,1,1,1
60,1,1036,669,298,67,1,1,1,1
60,2,1269,660,133,35,1,1,1,1
61,1,1043,669,298,67,1,1,1,1
61,2,1268,660,133,35,1,1,1,1
62,1,1051,669,298,67,1,1,1,1
62,2,1267,660,133,35,1,1,1,1
63,1,1058,669,298,67,1,1,1,1
63,2,1264,661,133,35,1,1,1,1
64,1,1065,668,298,67,1,1,1,1
64,2,1263,661,133,35,1,1,1,1
65,1,1073,668,298,67,1,1,1,1
65,2,1261,661,133,35,1,1,1,1
66,1,1080,668,298,67,1,1,1,1
66,2,1260,661,133,35,1,1,1,1
67,1,1084,668,298,67,1,1,1,1
67,2,1259,661,133,35,1,1,1,1
68,1,1091,668,298,67,1,1,1,1
68,2,1257,661,133,35,1,1,1,1
69,1,1098,668,298,67,1,1,1,1
69,2,1256,661,133,35,1,1,1,1
70,1,1105,668,298,67,1,1,1,1
70,2,1255,661,133,35,1,1,1,1
71,1,1112,668,298,67,1,1,1,1
71,2,1254,661,133,35,1,1,1,1
72,1,1119,668,298,67,1,1,1,1
72,2,1252,661,133,35,1,1,1,1
73,1,1126,668,298,67,1,1,1,1
73,2,1251,661,133,35,1,1,1,1
74,1,1132,668,298,67,1,1,1,1
74,2,1250,661,133,35,1,1,1,1
75,1,1139,668,298,67,1,1,1,1
75,2,1248,661,133,35,1,1,1,1
76,1,1146,667,298,67,1,1,1,1
76,2,1247,661,133,35,1,1,1,1
77,1,1157,667,298,67,1,1,1,1
77,2,1246,661,133,35,1,1,1,1
78,1,1164,667,298,67,1,1,1,1
78,2,1244,661,133,35,1,1,1,1
79,1,1171,667,298,67,1,1,1,1
79,2,1244,661,133,35,1,1,1,1
80,1,1178,667,298,67,1,1,1,1
80,2,1242,661,133,35,1,1,1,1
81,1,1184,666,298,67,1,1,1,1
81,2,1241,661,133,35,1,1,1,1
82,1,1191,666,298,67,1,1,1,1
82,2,1240,661,133,35,1,1,1,1
83,1,1198,666,298,67,1,1,1,1
83,2,1238,661,133,35,1,1,1,1
84,1,1204,666,298,67,1,1,1,1
84,2,1237,661,133,35,1,1,1,1
85,1,1211,666,298,67,1,1,1,1
85,2,1236,661,133,35,1,1,1,1
86,1,1218,666,298,67,1,1,1,1
86,2,1234,661,133,35,1,1,1,1
87,1,1224,666,298,67,1,1,1,1
87,2,1233,661,133,35,1,1,1,1
88,1,1230,666,298,67,1,1,1,1
88,2,1232,661,133,35,1,1,1,1
89,1,1237,666,298,67,1,1,1,1
89,2,1229,661,133,35,1,1,1,1
90,1,1243,665,298,67,1,1,1,1
90,2,1227,661,133,35,1,1,1,1
91,1,1250,665,298,67,1,1,1,1
91,2,1226,661,133,35,1,1,1,1
92,1,1256,665,298,67,1,1,1,1
92,2,1225,661,133,35,1,1,1,1
93,1,1262,665,298,67,1,1,1,1
93,2,1223,661,133,35,1,1,1,1
94,1,1269,665,298,67,1,1,1,1
94,2,1222,661,133,35,1,1,1,1
95,1,1275,665,298,67,1,1,1,1
95,2,1220,661,133,35,1,1,1,1
96,1,1281,665,298,67,1,1,1,1
96,2,1219,661,133,35,1,1,1,1
97,1,1288,665,298,67,1,1,1,1
97,2,1218,661,133,35,1,1,1,1
98,1,1294,665,298,67,1,1,1,1
98,2,1216,661,133,35,1,1,1,1
99,1,1300,665,298,67,1,1,1,1
99,2,1215,661,133,35,1,1,1,1
100,1,1306,664,298,67,1,1,1,1
100,2,1214,661,133,35,1,1,1,1
101,1,1313,664,298,67,1,1,1,1
101,2,1212,661,133,35,1,1,1,1
102,1,1319,664,298,67,1,1,1,1
102,2,1211,661,133,35,1,1,1,1
103,1,1325,664,298,67,1,1,1,1
103,2,1210,661,133,35,1,1,1,1
104,1,1331,664,298,67,1,1,1,1
104,2,1208,661,133,35,1,1,1,1
105,1,1337,664,298,67,1,1,1,1
105,2,1207,661,133,35,1,1,1,1
