2,0,345,672,406,91,1,1,1,1
2,0,1353,660,129,34,1,1,1,1
3,0,359,672,403,91,1,1,1,1
3,0,1353,660,126,33,1,1,1,1
4,0,367,671,410,93,1,1,1,1
4,0,1351,660,126,33,1,1,1,1
5,0,378,672,407,91,1,1,1,1
5,0,1350,661,123,32,1,1,1,1
6,0,393,673,400,90,1,1,1,1
6,0,1347,661,125,33,1,1,1,1
7,0,403,671,412,92,1,1,1,1
7,0,1345,661,126,33,1,1,1,1
8,0,426,672,404,91,1,1,1,1
8,0,1345,661,124,33,1,1,1,1
9,0,437,672,401,91,1,1,1,1
9,0,1342,661,127,33,1,1,1,1
10,0,461,674,386,87,1,1,1,1
10,0,1341,661,125,33,1,1,1,1
11,0,476,674,380,85,1,1,1,1
11,0,1340,662,125,32,1,1,1,1
12,0,489,673,379,85,1,1,1,1
12,0,1339,662,125,32,1,1,1,1
13,0,505,673,380,85,1,1,1,1
13,0,1337,662,126,31,1,1,1,1
14,0,515,673,379,85,1,1,1,1
14,0,1334,662,127,31,1,1,1,1
15,0,535,674,368,82,1,1,1,1
15,0,1332,662,127,31,1,1,1,1
16,0,548,676,363,80,1,1,1,1
16,0,1330,661,131,33,1,1,1,1
17,0,556,676,366,81,1,1,1,1
17,0,1329,661,128,33,1,1,1,1
18,0,567,674,371,82,1,1,1,1
18,0,1327,661,130,33,1,1,1,1
19,0,576,673,377,84,1,1,1,1
19,0,1326,661,130,33,1,1,1,1
20,0,594,675,367,82,1,1,1,1
20,0,1322,660,135,34,1,1,1,1
21,0,609,675,362,80,1,1,1,1
21,0,1322,660,133,34,1,1,1,1
22,0,618,674,364,81,1,1,1,1
22,0,1320,660,133,34,1,1,1,1
23,0,630,673,364,80,1,1,1,1
23,0,1318,659,135,35,1,1,1,1
24,0,645,673,358,79,1,1,1,1
24,0,1320,661,128,33,1,1,1,1
25,0,658,674,354,78,1,1,1,1
25,0,1319,661,126,33,1,1,1,1
26,0,672,674,351,77,1,1,1,1
26,0,1318,662,125,32,1,1,1,1
27,0,683,676,343,75,1,1,1,1
27,0,1316,662,126,32,1,1,1,1
28,0,695,675,346,75,1,1,1,1
28,0,1313,662,128,32,1,1,1,1
29,0,703,673,350,76,1,1,1,1
29,0,1311,661,129,33,1,1,1,1
30,0,710,671,366,80,1,1,1,1
30,0,1309,661,131,33,1,1,1,1
31,0,724,670,362,79,1,1,1,1
31,0,1307,661,131,33,1,1,1,1
32,0,738,670,355,78,1,1,1,1
32,0,1305,661,131,33,1,1,1,1
33,0,744,670,360,79,1,1,1,1
33,0,1303,661,133,33,1,1,1,1
34,0,755,670,357,79,1,1,1,1
34,0,1301,661,134,33,1,1,1,1
35,0,768,669,356,78,1,1,1,1
35,0,1300,660,137,34,1,1,1,1
36,0,781,669,354,78,1,1,1,1
36,0,1298,660,132,34,1,1,1,1
37,0,797,669,349,77,1,1,1,1
37,0,1299,662,129,32,1,1,1,1
38,0,812,669,347,77,1,1,1,1
38,0,1301,662,127,32,1,1,1,1
39,0,826,670,343,76,1,1,1,1
39,0,1299,661,132,33,1,1,1,1
40,0,830,669,346,77,1,1,1,1
40,0,1297,661,131,33,1,1,1,1
41,0,842,668,344,77,1,1,1,1
41,0,1295,662,129,32,1,1,1,1
42,0,855,667,342,77,1,1,1,1
42,0,1293,661,131,33,1,1,1,1
43,0,870,669,333,75,1,1,1,1
43,0,1292,662,129,32,1,1,1,1
44,0,882,668,334,76,1,1,1,1
44,0,1288,662,133,33,1,1,1,1
45,0,889,667,333,76,1,1,1,1
45,0,1286,661,135,34,1,1,1,1
46,0,901,668,325,74,1,1,1,1
46,0,1285,660,136,34,1,1,1,1
47,0,913,669,315,71,1,1,1,1
47,0,1283,659,138,35,1,1,1,1
48,0,923,669,316,72,1,1,1,1
48,0,1281,659,140,36,1,1,1,1
49,0,935,669,312,71,1,1,1,1
49,0,1281,660,138,35,1,1,1,1
50,0,948,671,306,69,1,1,1,1
50,0,1280,660,135,35,1,1,1,1
51,0,960,671,302,68,1,1,1,1
51,0,1279,660,136,35,1,1,1,1
52,0,968,669,308,69,1,1,1,1
52,0,1278,660,135,35,1,1,1,1
53,0,981,670,298,67,1,1,1,1
53,0,1277,660,133,35,1,1,1,1
54,0,989,670,298,67,1,1,1,1
54,0,1275,660,133,35,1,1,1,1
55,0,996,669,298,67,1,1,1,1
55,0,1274,660,133,35,1,1,1,1
56,0,1005,669,298,67,1,1,1,1
56,0,1273,660,133,35,1,1,1,1
57,0,1013,669,298,67,1,1,1,1
57,0,1272,660,133,35,1,1,1,1
58,0,1021,669,298,67,1,1,1,1
58,0,1270,660,133,35,1,1,1,1
59,0,1028,669,298,67,1,1,1,1
59,0,1270,660,133,35,1,1,1,1
60,0,1036,669,298,67,1,1,1,1
60,0,1269,660,133,35,1,1,1,1
61,0,1043,669,298,67,1,1,1,1
61,0,1268,660,133,35,1,1,1,1
62,0,1051,669,298,67,1,1,1,1
62,0,1267,660,133,35,1,1,1,1
63,0,1058,669,298,67,1,1,1,1
63,0,1264,661,133,35,1,1,1,1
64,0,1065,668,298,67,1,1,1,1
64,0,1263,661,133,35,1,1,1,1
65,0,1073,668,298,67,1,1,1,1
65,0,1261,661,133,35,1,1,1,1
66,0,1080,668,298,67,1,1,1,1
66,0,1260,661,133,35,1,1,1,1
67,0,1084,668,298,67,1,1,1,1
67,0,1259,661,133,35,1,1,1,1
68,0,1091,668,298,67,1,1,1,1
68,0,1257,661,133,35,1,1,1,1
69,0,1098,668,298,67,1,1,1,1
69,0,1256,661,133,35,1,1,1,1
70,0,1105,668,298,67,1,1,1,1
70,0,1255,661,133,35,1,1,1,1
71,0,1112,668,298,67,1,1,1,1
71,0,1254,661,133,35,1,1,1,1
72,0,1119,668,298,67,1,1,1,1
72,0,1252,661,133,35,1,1,1,1
73,0,1126,668,298,67,1,1,1,1
73,0,1251,661,133,35,1,1,1,1
74,0,1132,668,298,67,1,1,1,1
74,0,1250,661,133,35,1,1,1,1
75,0,1139,668,298,67,1,1,1,1
75,0,1248,661,133,35,1,1,1,1
76,0,1146,667,298,67,1,1,1,1
76,0,1247,661,133,35,1,1,1,1
77,0,1157,667,298,67,1,1,1,1
77,0,1246,661,133,35,1,1,1,1
78,0,1164,667,298,67,1,1,1,1
